rhyme scheme	stanza	filename	stanza number (in file)
ABCB	"Salig er den som uten svik
trofast hans lov vil lyde.
Han skal få bo i trygghets land,
evig i Gud seg fryde."	2011041408047_26_annotated.txt	5
ABCB	"Syng, dere rettferdige, jubler med fryd !
Syng til Jehovas ære
Han vil i miskunn dag etter dag
veien til livet dere lære."	2011041408047_26_annotated.txt	6
TABAB	"AKROBATEN
Han smilte rolig, mens han hvilte litt,
den slanke yngling i trapesens gynge.
Så svang han dristig ut og svevet fritt
og laget sin berømte kjempeslynge."	2011102708082_12_annotated.txt	0
ABAB	"I farten slapp han grepet i trapesen
helt uten tanke på de andres skrekk,
og suste som et svalevinget vesen
hen til en svingstang, åtte meter vekk!"	2011102708082_12_annotated.txt	1
ABAB	"Men opp fra dypet skar et kvinneskrik,
idet han sprang mot livet eller døden —
så tordnet bifallsstormen mot ham slik
at mannen nesten glemte det var gjort for føden."	2011102708082_12_annotated.txt	2
TABAB	"MODERENS SANG
Herre, tag i din sterke hånd
barnet, som leker ved stranden!
Send du din verdige helligånd,
at det kan leke selvannen!"	2012102608111_5_annotated.txt	0
AABC	"Vannet er dypt og bunnen glatt;
Herre, får han først i armen fatt,
drukner det ikke, men lever,
til du det nåde-rik hærver."	2012102608111_5_annotated.txt	1
ABAB	"Moderen sitter i tunge savn,
vet ikke, hvor det farer,
ganger for døren, roper dets navn,
hører slett ikke, det svarer."	2012102608111_5_annotated.txt	2
AABB	"Tenker som så: Hvor en det er,
han og du er det alltid nær;
Jesus, dets lille broder,
følger det hjem til moder."	2012102608111_5_annotated.txt	3
AABB	"kulde, hete,
hagl og væte,
alt er meg til næring,
og jeg er min egen båt og færing."	2014102306006_46_annotated.txt	0
AABBCC	"Storm og stille er for meg det samme,
jeg kan slukkes ut og jeg kan flamme,
være lys som brenner stille,
være ville
luer over skjæret,
glimt som flykter bort i været."	2014102306006_46_annotated.txt	1
AABBCC	"Alltid ser du meg igjen en morgen,
om i høsten, somren, vintren, våren;
livet kjenner jeg men ikke døden,
like kjære er meg morgenrøden
og den stille, tåkeslørte kveld,
ingen av dem har sagt meg farvel!"	2014102306006_46_annotated.txt	2
AABBCCDDEE	"O, vi lever i et evig møte,
svikte kan de ikke, ikke jeg forstøte,
evig gjensyn er vårt vesens higen,
jeg er helten aldri falt i krigen,
elskeren som elsker uten grense,
ham hvis beger alle vil kredense,
sky og stjerne, månelys og natt,
alt forlatende og alt forlatt,
aldri fastholdt og dog evig bunden,
skapt av evigheten, født av stunden."	2014102306006_46_annotated.txt	3
AABB	"Solen speiler jeg, jeg speiler månen,
blå jeg løfter meg i morgenblånen
blank jeg dukker meg blandt stjernebilder;
alle timer er meg gledeskilder"	2014102306006_46_annotated.txt	4
AABCCB	"Vintrens makt forlengst er brutt.
Som en klinger, festlig lutt
synger våren over lande.
Havet, uten vold og brynde,
svøper seg med kjælen ynde
viden om Italiens strande."	2011041408091_30_annotated.txt	0
AABCCDDB	"Se, fra syd, i solens dis.
glir et skip for laber bris
ad det brede sund som skiller
Kap Minervas klipperand
ifra Kaprils steile strand.
Solens gylne rosenskjær
over skipets rigg og rær
og det hvite toppseil spiller."	2011041408091_30_annotated.txt	1
AABBCDCD	"Skipet seiler ei for lyst.
Fra en fjern, en ødsel kyst
med en overflødig grøde,
kommer det med korn og føde
til den sultne verdensstat,
hvor der alltid finnes flere
munner enn der finnes mat.
Skipet fører også mere:"	2011041408091_30_annotated.txt	2
ABBA	"Maltas fanger er ombord.
Fra sin lange vinterdvale
i dets stille klippedale
nærmer de seg Romas jord."	2011041408091_30_annotated.txt	3
ABBCADCD	"En av dem med glød i øyet
speider, høyt fra skipets stavn,
ivrig mot den nære havn.
Det er Paulus, Cæsars fange.
Han er eldet, grånet, bøyet,
av mishandling og tortur,
og av årene så lange
bak den skumle fengselsmur."	2011041408091_30_annotated.txt	4
ABACCB	"Men han står med løftet panne,
stirrer lengselsfullt mot målet,
mens Campagnens lyse strande
drager ham med tryllemakt.
Neppe har en større prakt
for et jordisk øye strålet."	2011041408091_30_annotated.txt	5
AABCBCDEFEFGDGC	"Himlen blåner, havet drømmer, 
i dets lette hildring svømmer
Kapri, som en gammel borg,
de vidunderlige rammer
om så megen ukjent sorg
og den falne keisers jammer.
Og mot øst, til høyre side,
svever som en morgensky
over kystens lave skrent
Tassos gamle fødeby,
Golfens kjælebarn, Sorrent.
Og av sjøens dype blå
stiger, lik en pyramide,
stolt Vesuvi skyer på
med sitt svelg av ild og flammer."	2011041408091_30_annotated.txt	6
ABCCA	"Til dets brede jettebringe
lener seg i drømmer blide
Herkulanum og Pompei;
i sin sorgløshet de ei
hører dødens klokker ringe."	2011041408091_30_annotated.txt	7
AABCBDCD	"Og mot nord, i buktens bue,
skinnende i solens lue,
smiler dronningen blandt steder:
hvit, i dunkle lunders brem,
opad strandens skråning breder
seg Neapel, gledens trone;
dikteres og fyrsters hjem,
rikets lyst, Campagnens krone."	2011041408091_30_annotated.txt	8
AABCBC	"Sakte glider skipet over
buktens solbelyste vover,
stolt og smykket som til fest.
Kommet helt fra Orienten
hilses det som velkjent gjest
etter denne lange venten."	2011041408091_30_annotated.txt	9
ABBA	"Og som fugleskarer svermer
båtene om skipets stavn,
medens Puteolis havn
med sin rikdom det seg nærmer."	2011041408091_30_annotated.txt	10
ABAB	"Fanger skipet nå forlater,
én for én, bevoktet, lenket.
Paulus dog i byens gater
blir ei av bevoktning krenket."	2011041408091_30_annotated.txt	11
AABB	"Høvedsmannen tror sin fange,
for hans flukt han er ei bange.
Snart står Paulus så tilfreds
i en kristen broderkrets."	2011041408091_30_annotated.txt	12
AABB	"Fremmed i et fremmedland,
kjent og kjær dog vorder han.
Kristi navn dem sammen binder.
Som en drøm en uke svinner."	2011041408091_30_annotated.txt	13
ABCDEFFG	"Under streng bevoktning drog
så en dag et fangetog
mellom blink av lange lanser
på den frodige Campagna.
Her, imellom mørke rammer
av cypresser, palmer, pinjer,
slynger seg i bløte linjer
kongeveien, Via Appia."	2011041408091_30_annotated.txt	14
AABB	"Tredje reisedag ved kveld
når de, trette, dog med hell
Der en stor, uventet glede
for apostelen er rede:"	2011041408091_30_annotated.txt	15
AABB	"Helt fra Rom er kommet venner,
som med smil og varme hender
hilser ham med glede stor
som en velkjent venn og bror."	2011041408091_30_annotated.txt	16
ABAAB	"Ja forvisst, han er dem kjent; 
snart er løst den dunkle gåde:
brevet som han har dem sendt
fordum fra Korint, har spent
mellom dem de skjulte tråde."	2011041408091_30_annotated.txt	17
AABCCB	"I et venneøyes smil
druknet ofte sorg og tvil.
Kjære venners godhet tenner
håbets lys i Pauli hu,
når med fryktsomt sinn han nu
seg mot verdensstaden vender."	2011041408091_30_annotated.txt	18
ABCBACDDEFEFE	"Og nå rykker målet nær.
Femte dag mot kvelden haster.
I det larmende kvarter
nå den siste natt de raster.
Og i neste dagnings skjær
Paulus ifra høyden ser
milevidt Campagnen bølger.
Når han så med blikket følger
veiens brede, rette spor
ser for første gang hans øye,
som en gråhvit sky i nord,
på de syv berømte høye,
verdensstaden trygg og stor."	2011041408091_30_annotated.txt	19
ABAB	"Og som toget fremad skrider,
medens dagen langsomt svinner,
reiser seg på veiens sider
døde slekters stolte minner."	2011041408091_30_annotated.txt	20
AABCBDCD	"Praktfullt, overdådig, strekker
seg i endeløse rekker
billedstøtter, bautastene,
mausoléer, minnesmerker,
hvite, skjære, marmorrene, 
eller mosgrodd, grå av elde,
en alle av mesterverker.
Vidnesbyrd om Romas velde."	2011041408091_30_annotated.txt	21
ABCDCDABEEBFFGG	"Men ei død ens skjønnhet blott,
også li v et s her man skuer.
I de dunkle lunders skygger,
opad klippenes terrasser
Romas rikfolk bor og bygger.
Her er borger og palasser, 
av og til en fyrstes slott
reiser seg, med stolte buer,
tårne, søyler, architraver,
i en krans av skjønne haver
fylt av roser, ranker, druer,
under sydens forårshimmel.
Veien er en samlet vrimmel,
som i broget prakt omspenner
alle aldre, alle stender."	2011041408091_30_annotated.txt	22
ABBA	"Se for liv i sceneriet:
Vårens blomstring, høstens øde,
livets terningkast blandt døde,
jordens ætt til jorden viet."	2011041408091_30_annotated.txt	23
AABCBDDEFEGC	"Her er sorgløshetens latter,
her er spørsmål og debatter.
Her er folk som spøker, spaser,
folk med hastverk, folk i mak.
Her er fattigdommens laser,
slitets trell, forkrøblet, trett,
levemannen, fet og mett,
tungt belessede slavinner,
tause, og med sløve sanser,
her er stolte romerinner,
som i ensom storhet pranger
under bærestolens tak."	2011041408091_30_annotated.txt	24
ABACDCEEFF	"Av og til en enkelt stanser
for å se de trette fanger,
voktet av de blanke lanser.
Ingen tenker, ingen aner
at i dette fangetog
går en mann med større planer
enn den største helt som slo
landets fiender, og dro
under folkejublens flom
seierskranset inn i Rom."	2011041408091_30_annotated.txt	25
ABCBDD	"At når alle helter segner
bleke, blødende i døden,
at når alle navne blegner
stjerner lik i morgenrøden,
skal til jordens ende hans
stå i dagens fulle glans."	2011041408091_30_annotated.txt	26
ABCB	"Den store fange sitter
med hånden under kinn;
så mange tanker krysser
igjennom sjel og sinn."	2011041408091_30_annotated.txt	27
ABCB	"Hans lengsels mål er rukket,
den lange reise slutt,
men akk, så sent det lyktes,
hans beste kraft er brutt."	2011041408091_30_annotated.txt	28
ABCB	"Vel er hans lenker løsnet,
han slipper hugg og slag,
uhindret kan han tjene
sin mester dag for dag."	2011041408091_30_annotated.txt	29
ABCB	"Dog er hans vei bevoktet,
som fange hit han kom,
som fange enn han venter
av keiseren sin dom."	2011041408091_30_annotated.txt	30
ABCB	"Og dagene blir uker
og ukene blir år.
Og årene de lange
strør sne i fangens hår."	2011041408091_30_annotated.txt	31
ABCB	"Den høye panne senkes
av sorger dag og natt,
den ranke rygg blir krøket,
og øyets lys blir matt."	2011041408091_30_annotated.txt	32
ABBCDED	"Men er hans rygg enn bøyet,
bevoktes enn hans dør,
til ørneflukt som før.
I tanken og i minnet
han ferdes viden om,
ti hegner han og freder
om hjertets helligdom."	2011041408091_30_annotated.txt	33
ABCBDED	"Han går de gamle stier,
og stanser her og der.
Filippi dog for alle
hans hjerte ligger nær
hva sterkt han vet og tror.
Timoteus er hos ham,
og prenter hvert hans ord."	2011041408091_30_annotated.txt	34
ABCB	"Han maner dem til troskap
i Kristus, som gjør sterk,
forvisset om at Herren
fullende vil sitt verk."	2011041408091_30_annotated.txt	35
ABCB	"For ham er Kristus livet,
og døden kun hans venn.
For deres skyld dog gjerne
han elsker livet enn."	2011041408091_30_annotated.txt	36
ABCB	"Hva engang hjertet blendet,
har tapt sin makt, sin glans.
Nå er hans hu kun livets
uvisnelige krans."	2011041408091_30_annotated.txt	37
ABCB	"Hva jordens er skal visne
som høstens løv i jord;
men etter livets vintre
et evig forår gror."	2011041408091_30_annotated.txt	38
ABCB	"«Så la bekymring fare;
gjør dagens strev til sang.
All godhets Gud i nåde
skal mette all deres trang."	2011041408091_30_annotated.txt	39
ABCB	"Han bygger livets under
i skjul av støvets kår;
når støvets skranker faller,
hans verk fullkomment står."	2011041408091_30_annotated.txt	40
ABCB	"Så la ei tidens skumring
fordunkle sjelens dag;
mot livets kyst oss fører
hver storm, hvert bølgeslag."	2011041408091_30_annotated.txt	41
ABCB	"Hver lysning over ferden
er seirens englebud.
I hvert et solstreif spiller
et glimt av lysets Gud."	2011041408091_30_annotated.txt	42
ABCB	"Vær signet, venner kjære,
min krone og min pryd;
Dere skjenket har mitt hjerte
på ny så stor en fryd."	2011041408091_30_annotated.txt	43
ABCB	"Jeg takker dere for gaven,
den lettet mine kår;
mest dog for hjertelaget
som gjennom gaven slår."	2011041408091_30_annotated.txt	44
ABCB	"Jeg armods kalk har drukket,
og prøvet sult og savn;
men også rike dager;
alt tjente meg til gavn."	2011041408091_30_annotated.txt	45
ABCB	"Dog — armod eller rikdom
for meg så lite gjaldt;
i livets løp jeg lærte
å bli tilfreds med alt."	2011041408091_30_annotated.txt	46
ABCB	"Gud fylle deres hjerter
til livets sol går ned,
med alle livsens goder,
men først og sist Guds fred."	2011041408091_30_annotated.txt	47
ABCB	"Vi sender brødres hilsen,
vår fryd, vår strid er én.
Vårt hjertes skjulte streben
er livets prøvesten."	2011041408091_30_annotated.txt	48
ABCB	"Så føler Kristi tjener
til alle folk sin gjeld.
Så bær han på sitt hjerte
de manges ve og vel."	2011041408091_30_annotated.txt	49
ABCB	"Ei hugg og slag og fengsel
Hans arbeidstrang har slukt.
Enn løfter tidt sin vinge
den bundne ørn til flukt."	2011041408091_30_annotated.txt	50
ABCB	"Så endelig i jubel
den store time slår,
da fri for bånd og lenker
den gamle fange står."	2011041408091_30_annotated.txt	51
ABCB	"I takk hans hjerte skjelver,
Guds løfte var ei tant.
Tross natten lang og skummel
hans frihets morgen rant."	2011041408091_30_annotated.txt	52
ABCB	"Og enn ham er beskåret
en rik og virksom dag.
På kjente trakter frydes
han enn i brødres lag."	2011041408091_30_annotated.txt	53
ABCB	"Han ordner og befester;
han hugger trygge spor,
og skaper faste former
for rikets kår på jord."	2011041408091_30_annotated.txt	54
TABBA	"SKARNPRAMMENE
Hver morgen ser jeg slepebåter våkne opp med stønn
og prustende stå ut ombrust av havets vinde.
Skarnprammer følger dem, lenkede og blinde,
de hører ikke klokkene og verftenes drønn."	2014102306006_83_annotated.txt	0
ABBA	"Fornedrede av skjebnen, under alle tings forakt,
bærer de allverdens uhumskhed i sitt indre.
I den stille havn om natten ser de ingen stjerner tindre,
de tenker kun på morgnen og den hæslige frakt."	2014102306006_83_annotated.txt	1
ABBA	"De slepes over heden i regnluft og i vind;
man åpner deres buker og tømmer ut i dypet
de stinkende ladninger til fiskene og krypet,
mens tåkene tilhyller dem med skittengrå spinn."	2014102306006_83_annotated.txt	2
ABCA	"Ingen båter vil se dem, og de skys uten ord
av de hvitkledte skipe med losene som våger.
Kun hundene besøker dem, og skarnlystne måker
svever omkring mannen ved det skrikende ror."	2014102306006_83_annotated.txt	3
ABBA	"De venter i sin skjensel kun på uværets dom
og de veldige vann som jordens smuss kan rense;
men deres fete utslett vil ingen bølger ense,
og forgjeves går de under i regnværets flom."	2014102306006_83_annotated.txt	4
AABB	"Men da hin susen i meg selv tog av,
fornam jeg mot meg evighetens hav.
Og mine øyenlåg falt langsomt i,
jeg var for liv, jeg var for lede fri."	2014102306006_83_annotated.txt	5
TAABCBC	"BYEN VED HAVET
O regndrypp i natten på fremmede steder
med fremmede sorger og fremmede gleder!
Og fjerne byer brenner
som stjernetåker slengt
i natten ned på strender
av navnløs duft bestenkt."	2014102306006_79_annotated.txt	0
ABA	"sin gamle moders hånd
som etter ømhed verker
og vekk er drømmens ånd."	2014102306006_79_annotated.txt	1
ABAB	"Der er satt seil på snekken
og nå går faren ned
tilsidst med seildugssekken,
og alle følger med."	2014102306006_79_annotated.txt	2
ABAB	"Og faren selv tar roret
og skjøtet på sin lend,
mens gråten kvæler ordet
hos dem som står igjen."	2014102306006_79_annotated.txt	3
ABAB	"Bak dem svinner bryggen
men gråten sår og lav
skal brenne ham i ryggen
tvers over alle hav!"	2014102306006_79_annotated.txt	4
ABABCCI	"Jesus, gi seier, og la meg omsider
prøvet i kampen seierspris få!
Så skal med lovsang til evige tider
salig jeg hist i din helligdom stå,
der hvor ditt herlige navn og din ære
av dine frelste velsignet skal være!
(L. 78, 6.)"	2009013000065_19_annotated.txt	0
ABCADDEEFI	"Guds ord det er vårt arvegods,
det våre barns skal være;
Gud, gi oss i vår grav den ros
vi holdt det høyt i ære
Det er vår hjelp i nød,
vår trøst i liv og død.
O Gud, hvordan det går,
la dog mens verden står,
det i vår ætt nedarves!
(Sl. 119, 105.)"	2009013000065_26_annotated.txt	0
TABABAB	"SEEREN
Jeg satt på stranden og drømte,
og tusen år svandt hen,
mens tett forbi meg strømte
havet av døde menn
jeg en av de fordømte
som tidene glemte igjen."	2014102306006_72_annotated.txt	0
ABCDCE	"Jeg skulle se dem bygge
og atter rive ned
Henover vannet skygger
fra skyer i evig flukt,
og glimt av iserygger
gjennom dønningen i en bukt."	2014102306006_72_annotated.txt	1
